iter	RMSE
194	0.00544017641
195	0.005430342839
196	0.005415483624
197	0.005407117025
198	0.005396453312
199	0.005383933175
200	0.00537191755
201	0.005356500425
202	0.00534997071
203	0.005340044796
204	0.005336151257
205	0.005327645109
206	0.00531839894
207	0.005306078651
208	0.005293434511
209	0.005280714515
210	0.005270596253
211	0.005258704911
212	0.005245709259
213	0.005231707428
214	0.005223397172
215	0.005211485902
216	0.005200099931
217	0.005191622697
218	0.005183780088
219	0.00517307139
220	0.005164396223
221	0.005159520139
222	0.005150517063
223	0.005141892909
224	0.005131600281
225	0.005121058184
226	0.005109712776
227	0.005103181842
228	0.005095188153
229	0.005087098839
230	0.005080499037
231	0.00507002999
232	0.005062025722
233	0.005053822975
234	0.005046215019
235	0.005038627815
236	0.005027825479
237	0.005016928479
238	0.0050071697
239	0.005000184168
240	0.004996227666
241	0.004990888457
242	0.00498731506
243	0.004979167576
244	0.004967710061
245	0.004961135478
246	0.004952587008
247	0.004943224599
248	0.004937518629
249	0.004931690909
250	0.004924452624
251	0.004918250187
252	0.004910467958
253	0.004902132498
254	0.004896757339
255	0.00489257184
256	0.004888028754
257	0.004880418727
258	0.004872181732
259	0.004864145214
260	0.004857457672
261	0.004849641829
262	0.004842069628
263	0.004832190499
264	0.004825684709
265	0.004817456657
266	0.004810989225
267	0.00480607974
268	0.004802653664
269	0.004796998466
270	0.004789793736
271	0.004781767999
272	0.004772577064
273	0.004767315111
274	0.004762636702
275	0.004754158909
276	0.004742394172
277	0.004734827808
278	0.004728076787
279	0.004723446521
280	0.004717975433
281	0.00470974761
282	0.004696657391
283	0.004688519462
284	0.004679351891
285	0.004672912067
286	0.004664521674
287	0.004658193011
288	0.004651731778
289	0.004646903954
290	0.004641611529
291	0.004634630241
292	0.004622895292
293	0.004618156098
294	0.0046140899
295	0.004606555883
296	0.004600313711
297	0.004593897073
298	0.004589089944
299	0.004579667456
300	0.004574556064
301	0.00457136106
302	0.004565531992
303	0.004561327077
304	0.004555954368
305	0.004548845303
306	0.004544122785
307	0.004539771159
308	0.004533407065
309	0.004527314314
310	0.00452276862
311	0.00451596551
312	0.004512540625
313	0.004507829758
314	0.004499033218
315	0.00449497875
316	0.004488489227
317	0.004479009276
318	0.004471342089
319	0.004465544413
320	0.00445564117
321	0.004446875376
322	0.004439892474
323	0.004435318345
324	0.00442979614
325	0.004423592929
326	0.004417064821
327	0.004414830167
328	0.004411497969
329	0.004405483943
330	0.004397167242
331	0.004387934908
332	0.00437925883
333	0.004373016217
334	0.004369705899
335	0.004362668031
336	0.004355750733
337	0.004352477425
338	0.004345033911
339	0.004340607646
340	0.004336786245
341	0.00432792468
342	0.004325461885
343	0.00431815148
344	0.00431031397
345	0.004306892158
346	0.004299535195
347	0.004295474501
348	0.004291630353
349	0.004284843991
350	0.004277792185
351	0.004270557983
352	0.004264319928
353	0.004259818347
354	0.004255671783
355	0.00424770956
356	0.004243959912
357	0.004240044526
358	0.004235179291
359	0.00422877323
360	0.00422316894
361	0.004218901997
362	0.004211761379
363	0.004203907749
364	0.004200459237
365	0.004193424412
366	0.004187465416
367	0.004184067277
368	0.004178124772
369	0.004174661576
370	0.004170410108
371	0.004166278563
372	0.004162378457
373	0.0041560748
374	0.004150085393
375	0.004146917211
376	0.004141204844
377	0.004134323092
378	0.004129328641
379	0.00412194453
380	0.004116952516
381	0.004109693768
382	0.004103997443
383	0.004096513257
384	0.004090148523
385	0.004086817426
386	0.004082986756
387	0.004078987407
388	0.004074038548
389	0.004067745738
390	0.004061071724
391	0.004054750844
392	0.00405093334
393	0.004046791685
394	0.004041971419
395	0.004038312381
396	0.004034565633
397	0.004029373079
398	0.004023293945
399	0.004020048411
400	0.004012341967
401	0.004009895134
402	0.004005600589
403	0.004003696938
404	0.004000948393
405	0.003996359157
406	0.003992565258
407	0.003989282448
408	0.003986347029
409	0.003982040083
410	0.003976316374
411	0.003973189778
412	0.003968473862
413	0.003964694464
414	0.003960977301
415	0.003955837633
416	0.003949754868
417	0.00394697674
418	0.003943380993
419	0.003940786272
420	0.00393791913
421	0.003934485789
422	0.003931662004
423	0.003925626888
424	0.003921434337
425	0.003916921578
426	0.00391449442
427	0.003910366786
428	0.003905168699
429	0.003901894247
430	0.003899803482
431	0.003897663075
432	0.003892350348
433	0.003887748029
434	0.003883344801
435	0.00387756895
436	0.003874417762
437	0.003870740111
438	0.003864043659
439	0.003860841432
440	0.003858380641
441	0.003855610552
442	0.003851036746
443	0.003845916243
444	0.003841797783
445	0.003838403586
446	0.00383402203
447	0.003830531629
448	0.003826247764
449	0.003822741871
450	0.003818951349
451	0.003816817348
452	0.003813376339
453	0.003810415892
454	0.003804399467
455	0.003802426326
456	0.003799575495
457	0.003796865014
458	0.003791654765
459	0.003788861839
460	0.003784917655
461	0.003781757377
462	0.003777278
463	0.00377278578
464	0.003768749857
465	0.003765625807
466	0.003761655427
467	0.00375762427
468	0.003752904975
469	0.003748576364
470	0.003744322262
471	0.003742438965
472	0.003738883989
473	0.003735039422
474	0.003732229122
475	0.003729917119
476	0.003727886764
477	0.003723074251
478	0.003717957512
479	0.003715739697
480	0.003711741565
481	0.00370667664
482	0.003702869899
483	0.003699666774
484	0.003695316454
485	0.00369247185
486	0.003687975062
487	0.003683154358
488	0.003681668183
489	0.003678339385
490	0.003673456811
491	0.003671010901
492	0.003667725033
493	0.003664371849
494	0.003662297358
495	0.003658008822
496	0.00365560642
497	0.003653009135
498	0.003650747945
499	0.003646278773
500	0.003642568534
501	0.00364035164
502	0.00363755361
503	0.003634568669
504	0.003631491592
505	0.00362680101
506	0.003623544275
507	0.003619317017
508	0.003616396736
509	0.003614687257
510	0.003610815737
511	0.003606715028
512	0.003604563339
513	0.003601221374
514	0.003596243307
515	0.003594148991
516	0.003590515411
517	0.003587163342
518	0.003584759645
519	0.003581889276
520	0.003580595811
521	0.003576919119
522	0.003573570099
523	0.003569775942
524	0.003566918279
525	0.003565404617
526	0.003562488563
527	0.00355828095
528	0.003555940585
529	0.003553402186
530	0.003550881112
531	0.003547792431
532	0.003545205712
533	0.003543460416
534	0.003541425637
535	0.003539601387
536	0.003535697673
537	0.003533250306
538	0.003528911585
539	0.003525685238
540	0.003522062855
541	0.003518034476
542	0.003516196456
543	0.003513914586
544	0.003510499981
545	0.003507416265
546	0.003503901474
547	0.003502202056
548	0.003499714819
549	0.003495124123
550	0.003493278613
551	0.003491288746
552	0.003489371936
553	0.00348679613
554	0.00348314284
555	0.00348065929
556	0.003479048522
557	0.003476064874
558	0.003473126746
559	0.003468811469
560	0.003466034891
561	0.003463118325
562	0.003460318316
563	0.003457494195
564	0.003452597375
565	0.00344934222
566	0.003446430821
567	0.003444220322
568	0.003440803877
569	0.003436700433
570	0.003434422453
571	0.003431450446
572	0.003426448984
573	0.003424050018
574	0.003422260576
575	0.003419013669
576	0.003417497428
577	0.003415148597
578	0.003410906843
579	0.00340824282
580	0.003404845358
581	0.003403132252
582	0.003399220801
583	0.00339532515
584	0.003393362411
585	0.003392314661
586	0.003388231837
587	0.003384452003
588	0.003381720124
589	0.003379072801
590	0.003377012309
591	0.003376165256
592	0.003373603737
593	0.003371340604
594	0.003368023309
595	0.003365949024
596	0.003364439713
597	0.003362704487
598	0.003361253416
599	0.003359822664
600	0.003356125008
601	0.003354350465
602	0.003353098311
603	0.003351275108
604	0.003349470372
605	0.003348270036
606	0.003343662072
607	0.003340973583
608	0.003337932413
609	0.003336399097
610	0.003333214143
611	0.003329808166
612	0.00332738997
613	0.003324683747
614	0.003321496587
615	0.00331905148
616	0.003316037809
617	0.003313578493
618	0.003312173745
619	0.003309457354
620	0.00330660373
621	0.003304874147
622	0.003301890213
623	0.003298900598
624	0.003295697961
625	0.00329301596
626	0.003290436279
627	0.003287824807
628	0.003285908865
629	0.003283259385
630	0.003280423524
631	0.003278139132
632	0.003275887738
633	0.003274210409
634	0.003272982792
635	0.003270835291
636	0.003268799966
637	0.003266755261
638	0.003265461742
639	0.003261656957
640	0.00325972793
641	0.003257575571
642	0.003255556895
643	0.003252837285
644	0.003251099255
645	0.003248991217
646	0.00324753153
647	0.003246437806
648	0.0032446152
649	0.003241571697
650	0.003239607562
651	0.003238009129
652	0.003235075042
653	0.003232066899
654	0.003230470201
655	0.003228011839
656	0.003225316313
657	0.003222671373
658	0.003221225553
659	0.003218852893
660	0.003216356354
661	0.003214464011
662	0.003211945424
663	0.00320983468
664	0.003207929592
665	0.003206685801
666	0.00320518512
667	0.003203331559
668	0.003202167605
669	0.003199665304
670	0.003198533615
671	0.00319603571
672	0.003193958897
673	0.003190768852
674	0.003188559901
675	0.003185106375
676	0.003182410407
677	0.003180791736
678	0.003179376607
679	0.003177994842
680	0.003176260643
681	0.003174741
682	0.003173879552
683	0.003169907011
684	0.00316785
685	0.003166294334
686	0.003164040476
687	0.003162249809
688	0.003160393969
689	0.003158429762
690	0.003155794396
691	0.003154117225
692	0.003151712234
693	0.003148501013
694	0.003146954288
695	0.003145244495
696	0.00314296034
697	0.003140754315
698	0.003138077475
699	0.003137007146
700	0.00313485117
701	0.003131370636
702	0.003129723346
703	0.003128042179
704	0.003126587176
705	0.003125130435
706	0.003123109862
707	0.003121428084
708	0.003119534138
709	0.003116840476
710	0.003115392592
711	0.003113510417
712	0.003111952953
713	0.003110216741
714	0.003107988172
715	0.003106167033
716	0.003103132545
717	0.003100971973
718	0.003098871707
719	0.003097808309
720	0.003095512948
721	0.003092657909
722	0.003090562441
723	0.003087713389
724	0.003086284696
725	0.003084615199
726	0.003082449511
727	0.003079570898
728	0.003077865622
729	0.003075879147
730	0.003074341823
731	0.003072055132
732	0.003071224267
733	0.003069062819
734	0.003067178985
735	0.003065715285
736	0.003063278786
737	0.003061836222
738	0.003060592192
739	0.003059400054
740	0.003057620234
741	0.003055880675
742	0.003054426
743	0.003052262521
744	0.003050413916
745	0.003048601812
746	0.00304682424
747	0.003045411203
748	0.003043587315
749	0.003041936602
750	0.003040150142
751	0.003037765645
752	0.003035688876
753	0.003033617141
754	0.00303139951
755	0.00302948462
756	0.003027972638
757	0.003025839454
758	0.00302423228
759	0.003021923523
760	0.003020417371
761	0.003019378533
762	0.003018103719
763	0.003016701069
764	0.003015018457
765	0.003013194624
766	0.003011924002
767	0.003010492793
768	0.003009143044
769	0.003007899505
770	0.0030065711
771	0.003005596937
772	0.003002619349
773	0.003000522421
774	0.002999372744
775	0.002997582882
776	0.002995207161
777	0.002992728391
778	0.002991217002
779	0.002989890308
780	0.002988714503
781	0.002986937659
782	0.002985323153
783	0.00298405882
784	0.002982531142
785	0.002981254978
786	0.002978758312
787	0.00297710961
788	0.002975992648
789	0.00297461624
790	0.002972827756
791	0.00297191179
792	0.002970412282
793	0.002969300489
794	0.002966910734
795	0.002965247505
796	0.002963484817
797	0.002960771141
798	0.002959837943
799	0.002958695983
800	0.002957650081
801	0.002956208699
802	0.002954431879
803	0.002952917272
804	0.002950703126
805	0.002949314532
806	0.002947359996
807	0.002945478624
808	0.002943928851
809	0.00294271724
810	0.002940616284
811	0.002938991955
812	0.002937729174
813	0.002936321869
814	0.002934950894
815	0.00293346196
816	0.002932423073
817	0.002931389443
818	0.002929498825
819	0.002928337564
820	0.002927038863
821	0.002925120999
822	0.002924156521
823	0.002922490064
824	0.002920909396
825	0.002918533825
826	0.00291662878
827	0.00291509362
828	0.002914212557
829	0.002912876866
830	0.002911349181
831	0.002909917075
832	0.002907297722
833	0.002905975354
834	0.00290331354
835	0.002901678084
836	0.002900450404
837	0.002898022701
838	0.002896240102
839	0.00289465798
840	0.002893879738
841	0.002892346127
842	0.002891306328
843	0.002890293522
844	0.002889578354
845	0.00288781605
846	0.002886470741
847	0.002885202536
848	0.002883853289
849	0.002882384476
850	0.002881411549
851	0.002880525968
852	0.002878858188
853	0.002877250977
854	0.00287535259
855	0.002874149493
856	0.002872280393
857	0.002871426671
858	0.002869623347
859	0.002868787245
860	0.002867727391
861	0.002865709087
862	0.00286513656
863	0.002864196181
864	0.002861226952
865	0.002858264433
866	0.002856370211
867	0.002854854547
868	0.002852794269
869	0.002852115685
870	0.002850480736
871	0.002849030228
872	0.002847727692
873	0.002846224165
874	0.002844878148
875	0.002843311231
876	0.002840823365
877	0.002838383903
878	0.002837366637
879	0.002835366087
880	0.002834139233
881	0.002833449572
882	0.00283154693
883	0.002830245116
884	0.002828820672
885	0.002827066836
886	0.002826307628
887	0.002825125481
888	0.002823318992
889	0.002822317487
890	0.002820891001
891	0.00281843048
892	0.002817056216
893	0.00281570918
894	0.002814365299
895	0.002812632306
896	0.002810654647
897	0.002809366788
898	0.002808054674
899	0.002806906289
900	0.002805312309
901	0.002803366801
902	0.002802068412
903	0.00280145244
904	0.002799080622
905	0.00279791819
906	0.002796973058
907	0.002795965237
908	0.002794770686
909	0.002792439422
910	0.002790915692
911	0.002789990826
912	0.002788776539
913	0.002786889662
914	0.002785695489
915	0.002784121755
916	0.002782210042
917	0.002781065509
918	0.002779904576
919	0.002778813376
920	0.002777837666
921	0.002776585187
922	0.002774916471
923	0.002773200678
924	0.002771671244
925	0.002770742863
926	0.002769839391
927	0.002768391351
928	0.002767198929
929	0.002766243858
930	0.002765167041
931	0.002763572373
932	0.002762462951
933	0.002761483313
934	0.002760660624
935	0.002758748934
936	0.002757668542
937	0.002756474641
938	0.002755288092
939	0.002753878382
940	0.002752516487
941	0.002751268766
942	0.002750830049
943	0.002749535708
944	0.002748040384
945	0.002746955932
946	0.002745581223
947	0.002744040073
948	0.002743182671
949	0.002741954053
950	0.002740457035
951	0.002739468516
952	0.002737923621
953	0.00273676667
954	0.002735725686
955	0.002734012996
956	0.002732361158
957	0.002730912428
958	0.002729431071
959	0.002728536248
960	0.002727031429
961	0.002726244645
962	0.002725344981
963	0.002723954532
964	0.002722968973
965	0.002722487128
966	0.00272161591
967	0.002719630611
968	0.002717613812
969	0.002716555285
970	0.002715432368
971	0.002714810884
972	0.002714140459
973	0.002712956853
974	0.002711331593
975	0.002709156474
976	0.002707808623
977	0.00270650183
978	0.002705281088
979	0.002704527043
980	0.002703374207
981	0.002702312447
982	0.002701454371
983	0.00270052373
984	0.00269905862
985	0.002698239757
986	0.002697033221
987	0.002695420385
988	0.002694595522
989	0.002693557124
990	0.002692782258
991	0.002691960419
992	0.002690763605
993	0.002689500914
994	0.00268781098
995	0.002686019194
996	0.002685322285
997	0.002684530815
998	0.002683900971
999	0.00268311416
